,User ID,City,User Longitude,User Latitude,Resturant Name,Resturant Longitude,Resturant Latitude,Categories,Special Diets,Review Score,Comments
473,216,Eastern Province,52.979123576356656,22.94504785460526,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.8,The food was outstanding and the prices were very reasonable
474,372,Riyadh,46.75081006592743,24.527500956237656,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.5,I don't think I'll be running back to Carly's anytime soon for food
475,371,Riyadh,46.508176328502984,24.608060082265187,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.9,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things"
476,449,Riyadh,46.79893092858869,24.950605711595077,Sultan Steakhouse Riyadh,46.61407829565047,24.750130635087018,"Steakhouse, Barbecue, Turkish",Gluten Free Options,4.2,Love the place
477,153,Jeddah,39.283433023010275,21.643260105785462,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,"This was my first time, disappoint"
478,401,Jeddah,39.184100959447385,21.770351248985403,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.7,Great food
479,278,Riyadh,46.790918970360494,24.579069438409945,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,"Very good, though!"
480,77,Eastern Province,50.9689189123818,21.97956906703165,The Blue Restaurant,50.22054889692208,26.291765783996706,"Seafood, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,The one down note is the ventilation could use some upgrading.
481,285,Jeddah,39.375387219343494,21.0160178755446,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.4,Great chicken sandwich
482,40,Riyadh,46.89230532348606,24.80012579570806,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",2.3,Don't waste your time here
483,145,Jeddah,39.36735460025932,21.065607683783494,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",3.8,Total letdown
484,202,Eastern Province,48.12572391517868,23.270779017962877,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",1.4,"Third, the cheese on my friend's burger was cold."
485,235,Jeddah,39.163548783611226,21.56095393729757,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.2,We enjoy their pizza and brunch
486,441,Eastern Province,51.3690043936359,19.96335770240567,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",4.9,The steaks are all well trimmed and also perfectly cooked
487,238,Jeddah,39.213127405038904,21.478443095657795,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.6,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully
488,168,Jeddah,39.131209103837655,21.425652110445004,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,I LOVED it
489,444,Eastern Province,52.31417622539551,28.37584741896336,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,3.9,We asked for the bill to leave without eating and they didn't bring that either.
490,112,Eastern Province,48.210245373667064,29.009543131804488,Taya Restaurant,50.20702596747264,26.2918470910966,"Chinese, Indian, Seafood, Grill, Arabic, Barbecue",Non,4.7,This is exactly what I've been hoping to find in nearly ten years living here
491,182,Eastern Province,51.224474849610544,22.8453986730045,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.6,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh
492,434,Eastern Province,49.521476108101744,21.023874027614553,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,The selection of food was not the best
493,423,Eastern Province,51.6751268828335,27.63524661263319,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",3.7,Delicious and I will absolutely be back!
494,225,Eastern Province,53.33919122492283,23.00147811086165,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",4.3,"This isn't a small family restaurant, this is a fine dining establishment"
495,430,Jeddah,39.116028134153915,21.218812699113997,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,3.8,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle
496,194,Riyadh,46.940398176519714,24.70734866791331,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",2.3,I dont think I will be back for a very long time
497,379,Jeddah,39.283281804030686,21.502136305936343,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.9,"It was attached to a gas station, and that is rarely a good sign"
498,157,Eastern Province,50.237699405921745,21.91874801894638,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",5.0,How awesome is that
499,246,Eastern Province,49.06419344800791,22.53563802086259,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,3.7,I will be back many times soon
500,282,Jeddah,39.32542923203848,21.570859294947443,sayadiyah express,39.17745731867187,21.52752640532202,Seafood,Non,4.0,The menu had so much good stuff on it i could not decide!
501,330,Riyadh,46.878920772641294,24.8261497665344,Shawarma House,46.65678745131582,24.756352994549182,"Fast Food, Middle Eastern",Vegetarian Friendly,2.0,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings."
502,383,Riyadh,46.74480885776102,24.603406831189304,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,CONCLUSION: Very filling meals
503,450,Jeddah,39.3459510002161,21.812104982942433,sayadiyah express,39.17745731867187,21.52752640532202,Seafood,Non,4.8,Their daily specials are always a hit with my group
504,394,Jeddah,39.16259338034138,21.875525878316566,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.8,And then tragedy struck
505,70,Eastern Province,51.222885566245864,26.920597034689703,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,3.9,I like it
506,104,Riyadh,46.533300858230994,24.810037240838216,Burj Al Hamam,46.681993386802766,24.667666188182427,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,The pancake was also really good and pretty large at that
507,211,Eastern Province,54.43291494535202,26.80688168492432,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.9,"This was my first crawfish experience, and it was delicious"
508,301,Eastern Province,55.21710740508563,24.662625337751393,Hamra Chicken,50.204262650007955,26.29065675792795,"Lebanese, Fast Food, Mediterranean, Middle Eastern, Arabic",Non,2.6,Their monster chicken fried steak and eggs is my all time favorite
509,419,Riyadh,46.66604679780562,24.789575792952917,Al Orjouan,46.63020102633448,24.665121345075363,"Mediterranean, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,Waitress was sweet and funny
510,348,Jeddah,39.20096345266733,21.425254781755275,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
511,0,Eastern Province,48.26935126255544,27.49041616344889,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.3,"I'd rather eat airline food, seriously"
512,469,Riyadh,46.85111066885496,24.980411235894817,Burj Al Hamam,46.681993386802766,24.667666188182427,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.6,Cant say enough good things about this place
513,331,Jeddah,39.345145882380805,21.57004375057398,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,The ambiance was incredible
514,251,Jeddah,39.35638147044015,21.650368587513316,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.5,The waitress and manager are so friendly
515,390,Eastern Province,51.31776301935255,21.832586963674963,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.0,I would not recommend this place
516,439,Riyadh,46.75236783790498,24.916352506770238,Shawarma House,46.65678745131582,24.756352994549182,"Fast Food, Middle Eastern",Vegetarian Friendly,4.1,Overall I wasn't very impressed
517,57,Riyadh,46.6363692384113,24.528750733360763,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.0,My gyro was basically lettuce only
518,73,Eastern Province,52.999172545785065,26.886862720112816,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",1.2,Terrible service!
519,330,Eastern Province,47.8261499276778,23.168507089284223,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.5,Thoroughly disappointed!
520,247,Jeddah,39.15731173460497,21.176370548012954,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.5,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here"
521,298,Riyadh,46.777836969898324,24.78104083393015,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.3,"Give it a try, you will be happy you did"
522,198,Eastern Province,53.208082873535545,23.341410117908147,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,5.0,By far the BEST cheesecurds we have ever had
523,262,Riyadh,46.8927039142287,24.670136598641623,Al Orjouan,46.63020102633448,24.665121345075363,"Mediterranean, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,Reasonably priced also!
524,393,Riyadh,46.744434666855085,24.777128911697297,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",3.8,Everything was perfect the night we were in
525,140,Riyadh,46.87423470544434,24.61625974235963,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.2,The food is very good for your typical bar food
526,250,Riyadh,46.71309547718037,24.864701150396616,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.9,it was a drive to get there
527,394,Eastern Province,51.00004071572783,20.59883721023612,il Vero,50.17796256747414,26.367068088525293,"Italian, Romana, Lazio, Central-Italian, Pizza","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.9,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff"
528,49,Eastern Province,54.722277753726104,26.669291883673036,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.6,"Anyway, I do not think i will go back there"
529,482,Jeddah,39.230827368192706,21.806030399457967,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,2.9,"Point your finger at any item on the menu, order it and you won't be disappointed."
530,311,Jeddah,39.258401020321976,21.85452804965815,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,"Oh this is such a thing of beauty, this restaurant"
531,128,Jeddah,39.25544713619069,21.666622805791423,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,3.6,If you haven't gone here GO NOW!
532,370,Jeddah,39.3453059458418,21.52854266585404,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,1.3,"A greasy, unhealthy meal"
533,37,Eastern Province,52.62723228564422,28.692859081071603,Hamra Chicken,50.204262650007955,26.29065675792795,"Lebanese, Fast Food, Mediterranean, Middle Eastern, Arabic",Non,4.5,first time there and might just be the last
534,319,Riyadh,46.89715400051442,24.504920013218815,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.6,Those burgers were amazing
535,295,Jeddah,39.1918689643555,21.63360136499635,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.1,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late"
536,477,Eastern Province,53.852093152549,28.96496914085462,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",1.8,And it was way to expensive
537,310,Eastern Province,49.554650561784236,25.028000912231633,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,I like it
538,374,Eastern Province,49.8559701104027,20.542155134345055,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.2,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for"
539,459,Jeddah,39.11715506247635,21.213435350504582,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.9,This was my first time and I can't wait until the next
540,62,Riyadh,46.957644409947314,24.502224266810657,Maestro Pizza,46.6187232397638,24.746505346219237,"Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options",4.4,The bartender was also nice
541,139,Riyadh,46.80379771617547,24.69295167009429,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,Everything was good and tasty!
542,445,Eastern Province,50.903212283793785,23.871523574843224,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,This place is two thumbs up....way up
543,399,Jeddah,39.117917578551896,21.525920411195077,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",4.1,"The best place for breakfast just check out a Sat, or Sun"
544,326,Riyadh,46.58197630360841,24.541171241605646,Sultan Steakhouse Riyadh,46.61407829565047,24.750130635087018,"Steakhouse, Barbecue, Turkish",Gluten Free Options,3.8,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place"
545,274,Jeddah,39.266772713358094,21.491627871160794,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,2.1,Terrible management.
546,261,Jeddah,39.10048637038571,21.834807504956597,Al Baik,39.15947334456595,21.595630718372867,"Fast Food,",Non,3.9,An excellent new restaurant by an experienced Frenchman.
547,41,Riyadh,46.94055566722402,24.866436567692702,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,If there were zero stars I would give it zero stars.
548,431,Jeddah,39.22611025330404,21.14730702766173,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,3.8,"Great steak, great sides, great wine, amazing desserts."
549,272,Eastern Province,52.80638743908507,22.40513139031667,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",2.8,Worst martini ever!
550,417,Riyadh,46.90877728204558,24.587366806102512,Lusin,46.68345090704749,24.697820747470395,"Mediterranean, Middle Eastern, Armenian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.4,I like it
551,257,Eastern Province,50.862191640899056,24.4221234299962,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,3.6,The steak and the shrimp are in my opinion the best entrees 
552,380,Eastern Province,53.19434863247358,23.98444488614933,Taya Restaurant,50.20702596747264,26.2918470910966,"Chinese, Indian, Seafood, Grill, Arabic, Barbecue",Non,3.5,I had the opportunity today to sample your amazing pizzas!
553,160,Riyadh,46.89982283997868,24.73314369828901,Al Bustan Restaurant,46.69093303284533,24.666488712701387,International,Vegetarian Friendly,3.8,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting
554,454,Eastern Province,47.99952787059808,26.86776851059449,Abu Nawas,50.08247644166936,26.439792133584874,"Lebanese, Mediterranean, Middle Eastern",Vegetarian Friendly,4.4,The yellowtail carpaccio was melt in your mouth fresh
555,383,Eastern Province,54.14209095771758,24.561626516637666,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",1.7,I won't try going back there even if it's empty
556,38,Eastern Province,55.55633010358828,19.589456414466113,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.5,"No, I'm going to eat the potato that I found some strangers hair in it."
557,36,Jeddah,39.35856665434078,21.661058796105397,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.6,Just spicy enough.. Perfect actually
558,135,Jeddah,39.211220578564685,21.64315357911352,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.8,Last night was my second time dining here and I was so happy I decided to go back!
559,244,Eastern Province,52.97368459108663,22.180095326837435,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",4.5,"not even a ""hello, we will be right with you."""
560,196,Eastern Province,53.03178442871298,24.66261924044867,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",2.8,The desserts were a bit strange
561,17,Jeddah,39.15593370471703,21.78944322434733,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.2,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
562,196,Eastern Province,52.75724518725694,28.32977974169396,Manoosha Alreef,50.118294522924984,26.445349771191502,"Lebanese, Fast Food, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options",2.4,"I really do recommend this place, you can go wrong with this donut place!"
563,253,Eastern Province,50.603427011101374,25.090512134547623,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,Nice ambiance.
564,258,Eastern Province,49.5420438311166,28.993216585736782,Al-Sanbok Restaurant,50.2207337852633,26.27183349049264,"Seafood, International, Mediterranean","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.8,I would recommend saving room for this!
565,495,Eastern Province,48.47267811963257,27.18931575520073,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",3.8,I guess maybe we went on an off night but it was disgraceful
566,319,Riyadh,46.59872557697362,24.891702200008314,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.8,"However, my recent experience at this particular location was not so good."
567,341,Eastern Province,50.58418332520098,25.07316019996057,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,"I know this is not like the other restaurants at all, something is very off here!"
568,118,Riyadh,46.988356460383606,24.646915277297218,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",5.0,AVOID THIS ESTABLISHMENT!
569,425,Riyadh,46.82632833100662,24.744270677195225,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",1.4,I think this restaurant suffers from not trying hard enough
570,32,Eastern Province,48.968809887113636,24.885239204455996,Tandoori House,50.12976373287017,26.30379011242535,Indian,Non,4.2,All of the tapas dishes were delicious
571,65,Jeddah,39.11955890559083,21.509478941456308,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.2,I hate this place
572,337,Jeddah,39.18357513098575,21.724243767400896,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,2.8,My salad had a bland vinegrette on the baby greens and hearts of Palm.
573,183,Riyadh,46.85774427396585,24.548310123425125,Zafran Indian Bistro,46.62489930668807,24.752996409227517,"Indian, Healthy, Soups, Grill","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.5,After two I felt disgusting
574,178,Jeddah,39.245474492497465,21.865489601695575,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",3.8,A good time!
575,126,Riyadh,46.996697423194355,24.693421949619868,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.4,I believe that this place is a great stop for those with a huge belly and hankering for sushi
576,252,Jeddah,39.338715156369034,21.08335457526316,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.2,Generous portions and great taste
577,354,Riyadh,46.53807831940427,24.744874485338727,Burj Al Hamam,46.681993386802766,24.667666188182427,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.6,I will never go back to this place and will never ever recommended this place to anyone!
578,105,Jeddah,39.26819599988978,21.690006522663648,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,4.2,"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
579,111,Jeddah,39.32851206879956,21.50160570907469,Myazu,39.15292379191963,21.550449421240426,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.7,Food was delicious!
580,219,Jeddah,39.30916500479095,21.672482910173684,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",2.1,AN HOUR... seriously?
581,9,Riyadh,46.871206965610725,24.619244125097886,Al Orjouan,46.63020102633448,24.665121345075363,"Mediterranean, Middle Eastern, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",3.6,I consider this theft
582,166,Eastern Province,51.09110452780109,23.411332773604986,The Blue Restaurant,50.22054889692208,26.291765783996706,"Seafood, International","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.1,Eew... This location needs a complete overhaul
583,225,Riyadh,46.76309149949432,24.839517154918536,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",1.3,We recently witnessed her poor quality of management towards other guests as well.
584,87,Riyadh,46.528746636616745,24.979599864424024,Tokyo,46.68666408923927,24.71826120724121,"Japanese, Sushi, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,Waited and waited and waited.
585,429,Jeddah,39.18426158307553,21.498213585327605,Al-Saaj Al-Reefi,39.13725262953653,21.621796790157557,"Fast Food, Middle Eastern, Lebanese, Mediterranean",Non,4.0,"He also came back to check on us regularly, excellent service."
586,211,Riyadh,46.71648178608997,24.90944171195296,Cafe Bateel,46.6293846412173,24.756378717673098,"Cafe, Healthy, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.3,Our server was super nice and checked on us many times
587,478,Eastern Province,48.52958480790083,24.463248841640567,Steak House,49.569183240425424,27.129411976298083,"American, Steakhouse, Grill","Vegetarian Friendly, Gluten Free Options",3.5,"The pizza tasted old, super chewy in not a good way"
588,385,Jeddah,39.151751619888685,21.78898666117551,Aromi,39.10926895759512,21.603595561556073,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options, Gluten Free Options",2.2,I swung in to give them a try but was deeply disappointed.
589,25,Jeddah,39.244824511698546,21.715055721319352,Ginger Leaf,39.10931546434358,21.6045682395325,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.5,Service was good and the company was better!
590,61,Jeddah,39.22524714441102,21.50356824044413,Byblos Restaurant,39.12999500974883,21.572715888585268,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,The staff are also very friendly and efficient
591,207,Eastern Province,51.654269692477584,26.63070609042899,Queen Of India,50.17982930366816,26.328297884880513,Indian,"Vegetarian Friendly, Vegan Options, Gluten Free Options",4.7,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks"
592,158,Riyadh,46.55014509597597,24.663915225765116,Lotus,46.72754599759453,24.78465287072049,"Chinese, Japanese, Asian, Thai, Sushi","Vegetarian Friendly, Vegan Options",2.9,Boy was that sucker dry!!.
593,205,Jeddah,39.277289449185055,21.082160810047522,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",4.7,Over rated.
594,289,Riyadh,46.925356708522855,24.943270169824956,La Brasserie,46.68410514351399,24.690431294537472,"French, International","Vegetarian Friendly, Vegan Options",4.9,"If you look for authentic Thai food, go else where."
595,318,Eastern Province,48.80707394618126,27.01993462294979,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",4.3,Their steaks are 100% recommended!
596,134,Eastern Province,55.59874324541283,28.36277605584869,Taya Restaurant,50.20702596747264,26.2918470910966,"Chinese, Indian, Seafood, Grill, Arabic, Barbecue",Non,4.7,After I pulled up my car I waited for another 15 minutes before being acknowledged.
597,164,Jeddah,39.18034809981088,21.454801409758876,Sura Korean Fine Dining,39.153422420142775,21.55896141574237,"Asian, Korean","Vegetarian Friendly, Vegan Options",3.8,Great food and great service in a clean and friendly setting.
598,64,Riyadh,46.91046515225647,24.74513987743564,Shawarma House,46.65678745131582,24.756352994549182,"Fast Food, Middle Eastern",Vegetarian Friendly,1.6,"All in all, I can assure you I'll be back."
599,423,Jeddah,39.3257713869995,21.551623356987285,Chicken Republic,39.14277525572525,21.571019309804818,"European, Armenian, Arabic, Fast Food",Non,1.2,I hate those things as much as cheap quality black olives.
600,101,Jeddah,39.199020875912254,21.499581591612152,Khayal Restaurant,39.14106005571364,21.60958323990262,"Barbecue, Middle Eastern","Vegetarian Friendly, Vegan Options",3.7,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar"
601,410,Eastern Province,48.67905320007597,27.378162198683288,Pattis France,50.12045517873375,26.33514140215385,"French, Cafe, European","Vegetarian Friendly, Vegan Options",2.5,The kids play area is NASTY
602,391,Jeddah,39.26663594983742,21.222321179236623,Wakame,39.12781682665467,21.577142949028246,"Japanese, Seafood, Sushi, Asian","Vegetarian Friendly, Vegan Options",4.5,Great place fo take out or eat in
